shipmentID,pickupDate,originCity,originStateProvince,originPostalCode,originCountry,destinationCity,destinationStateProvince,destinationPostalCode,destinationCountry,accessorialCodes,classification1,weight1,description1,packagingType1,pieces1,length1,width1,height1,classification2,weight2,description2,packagingType2,pieces2,length2,width2,height2,classification3,weight3,description3,packagingType3,pieces3,length3,width3,height3,classification4,weight4,description4,packagingType4,pieces4,length4,width4,height4,classification5,weight5,description5,packagingType5,pieces5,length5,width5,height5,classification6,weight6,description6,packagingType6,pieces6,length6,width6,height6,classification7,weight7,description7,packagingType7,pieces7,length7,width7,height7,classification8,weight8,description8,packagingType8,pieces8,length8,width8,height8
4739,20260512,,,27409,USA,,,15690,USA,,100,802.1428571,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,20260512,,,27409,USA,,,15690,USA,,125,851,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,20260512,,,27409,USA,,,15690,USA,,175,296,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,20260512,,,27409,USA,,,16023,USA,,85,585,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,20260512,,,27409,USA,,,16023,USA,,175,1405.764706,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,20260512,,,27409,USA,,,16415,USA,,100,3380,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,20260512,,,27409,USA,,,16509,USA,,92,380,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,20260512,,,27409,USA,,,17038,USA,,50,279.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,20260512,,,27409,USA,,,17038,USA,,65,408.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,20260512,,,27409,USA,,,17038,USA,,70,528,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,20260512,,,27409,USA,,,17038,USA,,100,317.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,20260512,,,27409,USA,,,17038,USA,,175,735.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,20260512,,,27409,USA,,,17055,USA,,100,2917.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,20260512,,,27409,USA,,,17055,USA,,175,14456,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,20260512,,,27409,USA,,,17268,USA,,70,148,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,20260512,,,27409,USA,,,17268,USA,,77,653.84375,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,20260512,,,27409,USA,,,17268,USA,,100,1776.333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,20260512,,,27409,USA,,,17268,USA,,110,695,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,20260512,,,27409,USA,,,17268,USA,,125,463,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,20260512,,,27409,USA,,,17268,USA,,175,380.1818182,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,20260512,,,27409,USA,,,17318,USA,,70,845,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,20260512,,,27409,USA,,,17318,USA,,100,509.4,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,20260512,,,27409,USA,,,17356,USA,,125,505,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,20260512,,,27409,USA,,,17404,USA,,50,23967.66667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,20260512,,,27409,USA,,,17404,USA,,55,32245.66667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,20260512,,,27409,USA,,,17404,USA,,60,6931.333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,20260512,,,27409,USA,,,17404,USA,,65,4284.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,20260512,,,27409,USA,,,17404,USA,,70,6663.166667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,20260512,,,27409,USA,,,17404,USA,,77,8294.625,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,20260512,,,27409,USA,,,17404,USA,,85,9806.533333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,20260512,,,27409,USA,,,17404,USA,,92,1350,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,20260512,,,27409,USA,,,17404,USA,,100,5033.125,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,20260512,,,27409,USA,,,17404,USA,,125,1795.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,20260512,,,27409,USA,,,17404,USA,,175,7636.368098,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,20260512,,,27409,USA,,,17406,USA,,60,6931.333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,20260512,,,27409,USA,,,17406,USA,,70,6663.166667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,20260512,,,27409,USA,,,17406,USA,,77,8294.625,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,20260512,,,27409,USA,,,17406,USA,,85,9806.533333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,20260512,,,27409,USA,,,17406,USA,,100,5033.125,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,20260512,,,27409,USA,,,17406,USA,,175,7636.368098,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,20260512,,,27409,USA,,,17408,USA,,125,1795.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,20260512,,,27409,USA,,,17538,USA,,50,1630,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,20260512,,,27409,USA,,,17538,USA,,175,2358,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,20260512,,,27409,USA,,,19057,USA,,100,290,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,20260512,,,27409,USA,,,19320,USA,,100,689.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,20260512,,,27526,USA,,,15086,USA,,50,82,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,20260512,,,27526,USA,,,15086,USA,,70,72.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,20260512,,,27526,USA,,,15086,USA,,250,102.6,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,20260512,,,27526,USA,,,15086,USA,,300,110.1,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,20260512,,,27526,USA,,,15086,USA,,400,113.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,20260512,,,27526,USA,,,15233,USA,,70,382,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,20260512,,,27526,USA,,,15233,USA,,100,390,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,20260512,,,27526,USA,,,15233,USA,,110,289,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,20260512,,,27526,USA,,,15233,USA,,125,282.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,20260512,,,27526,USA,,,15233,USA,,150,282.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,20260512,,,27526,USA,,,15233,USA,,175,350.4,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,20260512,,,27526,USA,,,15233,USA,,200,214,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,20260512,,,27526,USA,,,15233,USA,,250,183,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,20260512,,,27526,USA,,,15317,USA,,65,652,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,20260512,,,27526,USA,,,15317,USA,,77,267,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,20260512,,,27526,USA,,,15317,USA,,200,100,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,20260512,,,27526,USA,,,15552,USA,,300,139.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,20260512,,,27526,USA,,,15650,USA,,55,2275,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,20260512,,,27526,USA,,,15650,USA,,60,1304,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,20260512,,,27526,USA,,,15650,USA,,70,585.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,20260512,,,27526,USA,,,15650,USA,,110,413.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,20260512,,,27526,USA,,,15650,USA,,150,1613,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,20260512,,,27526,USA,,,15650,USA,,175,130,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,20260512,,,27526,USA,,,15650,USA,,200,218,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,20260512,,,27526,USA,,,15650,USA,,250,1237.846154,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,20260512,,,27526,USA,,,15650,USA,,300,902.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,20260512,,,27526,USA,,,16063,USA,,70,383.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,20260512,,,27526,USA,,,16063,USA,,100,186,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,20260512,,,27526,USA,,,16063,USA,,125,323,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,20260512,,,27526,USA,,,16063,USA,,200,205,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,20260512,,,27526,USA,,,16125,USA,,175,103,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,20260512,,,27526,USA,,,16150,USA,,85,235,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,20260512,,,27526,USA,,,16150,USA,,250,138,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,20260512,,,27526,USA,,,16509,USA,,250,200,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,20260512,,,27526,USA,,,17055,USA,,70,727,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,20260512,,,27526,USA,,,17078,USA,,50,290,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,20260512,,,27526,USA,,,17078,USA,,70,1404.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,20260512,,,27526,USA,,,17078,USA,,150,339,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,20260512,,,27526,USA,,,17078,USA,,175,615,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,20260512,,,27526,USA,,,17078,USA,,250,1406.764706,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,20260512,,,27526,USA,,,17078,USA,,300,206,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,20260512,,,27526,USA,,,17408,USA,,70,172,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,20260512,,,27526,USA,,,17557,USA,,150,160,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,20260512,,,27526,USA,,,17601,USA,,250,162,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,20260512,,,27526,USA,,,18052,USA,,125,158,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,20260512,,,27526,USA,,,18202,USA,,70,163,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,20260512,,,27526,USA,,,18202,USA,,70,367.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,20260512,,,27526,USA,,,18202,USA,,85,205,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,20260512,,,27526,USA,,,18202,USA,,92,461,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,20260512,,,27526,USA,,,18202,USA,,100,200,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,20260512,,,27526,USA,,,18202,USA,,100,556.7,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,20260512,,,27526,USA,,,18202,USA,,110,418.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,20260512,,,27526,USA,,,18202,USA,,125,202.2,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,20260512,,,27526,USA,,,18202,USA,,150,146,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,20260512,,,27526,USA,,,18202,USA,,150,334.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,20260512,,,27526,USA,,,18202,USA,,175,298.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,20260512,,,27526,USA,,,18202,USA,,200,315.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,20260512,,,27526,USA,,,18202,USA,,250,171.8571429,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,20260512,,,27526,USA,,,18202,USA,,250,225,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,20260512,,,27526,USA,,,18419,USA,,175,470,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,20260512,,,27526,USA,,,18640,USA,,70,200.6,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,20260512,,,27526,USA,,,18640,USA,,125,1642.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,20260512,,,27526,USA,,,18640,USA,,175,289.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,20260512,,,27526,USA,,,18640,USA,,250,275.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,20260512,,,27526,USA,,,18914,USA,,50,498,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,20260512,,,27526,USA,,,18914,USA,,125,520,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,20260512,,,27526,USA,,,18974,USA,,92,171,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,20260512,,,27526,USA,,,19129,USA,,150,140,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,20260512,,,27526,USA,,,19129,USA,,175,115.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,20260512,,,27526,USA,,,19129,USA,,250,126,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,20260512,,,27526,USA,,,19382,USA,,50,149,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,20260512,,,27526,USA,,,19382,USA,,70,196.4,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,20260512,,,27526,USA,,,19382,USA,,110,263,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,20260512,,,27526,USA,,,19382,USA,,125,163,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,20260512,,,27526,USA,,,19382,USA,,150,132,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,20260512,,,27526,USA,,,19382,USA,,175,129.7857143,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,20260512,,,27526,USA,,,19382,USA,,200,135.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,20260512,,,27526,USA,,,19382,USA,,250,214.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,20260512,,,27526,USA,,,19382,USA,,300,99,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,20260512,,,27529,USA,,,17268,USA,,50,497.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,20260512,,,27596,USA,,,17268,USA,,60,860,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,20260512,,,27617,USA,,,17055,USA,,77,333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,20260512,,,27804,USA,,,17055,USA,,77,5823,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,20260512,,,28152,USA,,,17038,USA,,55,1112,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,20260512,,,28152,USA,,,17538,USA,,77,2038.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
